policyID,county,hu_site_limit,fr_site_limit,tiv_2012,hu_site_deductible
204861,VOLUSIA COUNTY,3557655,0,4791200.72,0,
781405,VOLUSIA COUNTY,360783,0,298729.05,0,
698485,VOLUSIA COUNTY,395910,0,464449.94,19795.5,
725775,VOLUSIA COUNTY,0,0,41826.81,0,
623147,VOLUSIA COUNTY,152656.33,0,206163.89,0,
477552,VOLUSIA COUNTY,15711.69,0,12885.41,0,
920994,VOLUSIA COUNTY,1181392.63,0,1337681.42,0,
127443,PUTNAM COUNTY,868872.6,868872.6,914610.05,0,
149370,PUTNAM COUNTY,494964,494964,493310.82,0,
757437,PUTNAM COUNTY,186896.7,186896.7,251020.96,0,
747742,PUTNAM COUNTY,1761477.3,1761477.3,2019731.01,0,
755668,PUTNAM COUNTY,501165.72,0,703271.82,0,
340423,PUTNAM COUNTY,86400,86400,106626.07,0,
622541,PUTNAM COUNTY,17437.5,17437.5,26645.63,0,
602037,PUTNAM COUNTY,990,990,1269.34,0,
734077,PUTNAM COUNTY,2826,2826,3531.09,0,
726776,PUTNAM COUNTY,64800,64800,104727.17,0,
461685,PUTNAM COUNTY,203967,0,360507.59,0,
567345,PUTNAM COUNTY,185754.16,0,285140.06,0,
918562,PUTNAM COUNTY,408291.31,0,548057.6,0,
213524,PUTNAM COUNTY,91957.5,0,98391.22,0,
790581,PUTNAM COUNTY,496570.52,0,665381.65,0,
286938,PUTNAM COUNTY,45978.75,0,65011.56,0,
840638,PUTNAM COUNTY,22989.38,0,23442.27,0,
761176,PUTNAM COUNTY,95635.8,0,84004.96,0,
500699,PUTNAM COUNTY,42300.45,0,42434.46,0,
838308,PUTNAM COUNTY,70807.28,0,55048.69,0,
718667,PUTNAM COUNTY,480469.68,0,684669.29,0,
694205,PUTNAM COUNTY,168282.23,0,243756.98,0,
407937,PUTNAM COUNTY,95635.8,0,119726.46,0,
953453,PUTNAM COUNTY,29426.4,0,24578.9,0,
327942,PUTNAM COUNTY,393578.11,0,469696.12,0,
120138,PUTNAM COUNTY,1146710.06,0,1507896.21,0,
320882,PUTNAM COUNTY,1077996.97,0,1397989.59,0,
256496,PUTNAM COUNTY,2478681,2478681,2041639.97,0,
452606,PUTNAM COUNTY,336679.17,0,429063.94,0,
824106,PUTNAM COUNTY,1558375.67,0,1519659.38,0,
722185,PUTNAM COUNTY,7594.36,0,6676.29,0,
165387,PUTNAM COUNTY,183683.18,0,199054.52,0,
195618,PUTNAM COUNTY,149750.41,0,232769.64,0,
366391,PUTNAM COUNTY,183683.18,0,298889.27,0,
149130,PUTNAM COUNTY,149750.41,0,227051.57,0,
580558,PUTNAM COUNTY,108622.8,0,100056.81,0,
510264,PUTNAM COUNTY,149106.23,0,126816.64,0,
153307,PUTNAM COUNTY,108622.8,0,90395.9,0,
369596,PUTNAM COUNTY,108622.8,0,171993.34,0,
948366,PUTNAM COUNTY,108622.8,0,126895.98,0,
686031,PUTNAM COUNTY,108622.8,0,133892.81,0,
802100,PUTNAM COUNTY,149750.41,0,137226.78,0,
600326,PUTNAM COUNTY,108622.8,0,121950.82,0,
845140,PUTNAM COUNTY,149750.41,0,173554.13,0,
719430,PUTNAM COUNTY,149380.06,0,233265.93,0,
868012,PUTNAM COUNTY,149380.06,0,189222.71,0,
731771,PUTNAM COUNTY,149380.06,0,160785.23,0,
667946,PUTNAM COUNTY,158840.74,0,180854.8,0,
633596,PUTNAM COUNTY,158840.74,0,232453.26,0,
983699,PUTNAM COUNTY,103795.94,0,164318.11,0,
556597,PUTNAM COUNTY,103795.94,0,93344.11,0,
700728,PUTNAM COUNTY,106318.79,0,86764.64,0,
753170,PUTNAM COUNTY,135538.06,0,139050.66,0,
790428,PUTNAM COUNTY,135538.06,0,221849.5,0,
611934,PUTNAM COUNTY,224890.46,0,406523.25,0,
651817,PUTNAM COUNTY,141482.69,0,168967.68,0,
665319,PUTNAM COUNTY,111843.7,0,158421.01,0,
746587,PUTNAM COUNTY,94863.85,0,147864.28,0,
896823,PUTNAM COUNTY,170983.64,0,146768.08,0,
528932,PUTNAM COUNTY,111697.8,0,121277.01,0,
269195,PUTNAM COUNTY,149669.6,0,173921.32,0,
731173,PUTNAM COUNTY,37142.45,0,33490.6,0,
969190,PUTNAM COUNTY,163849.41,0,164825.95,0,
883874,PUTNAM COUNTY,163849.41,0,219710.26,0,
606038,PUTNAM COUNTY,163849.41,0,216483.74,0,
728023,PUTNAM COUNTY,163849.41,0,122983.07,0,
335532,MARION COUNTY,114300,114300,124851.6,0,
973846,MARION COUNTY,52252.2,52252.2,38709.16,0,
404334,MARION COUNTY,924120,924120,1023647.72,46206,
424987,MARION COUNTY,10217.09,0,11637.67,0,
500286,MARION COUNTY,93703.43,0,102549.03,0,
287417,MARION COUNTY,4555.27,0,4993.49,0,
847731,MARION COUNTY,60178.04,0,55112.49,0,
292311,MARION COUNTY,262598.53,0,307804.34,0,
349312,MARION COUNTY,42456.37,0,68339.89,0,
755177,MARION COUNTY,42456.37,0,59201.41,0,
210726,MARION COUNTY,58918.86,0,56365.55,0,
963319,MARION COUNTY,82486.4,0,126047.13,0,
744343,MARION COUNTY,15150.56,0,18083.48,0,
942613,MARION COUNTY,158220,158220,150278.31,7911,
526027,VOLUSIA COUNTY,367452,0,507083.76,18372.6,
408741,VOLUSIA COUNTY,779022,0,815355.59,38951.1,
596770,VOLUSIA COUNTY,990432,0,927044.35,49521.6,
859098,VOLUSIA COUNTY,2236914,0,1878130.89,111845.7,
835721,VOLUSIA COUNTY,170595,0,163272.38,0,
448836,VOLUSIA COUNTY,0,0,108144.62,0,
641453,PUTNAM COUNTY,34232.13,0,57939.86,0,
141174,PUTNAM COUNTY,5210.21,0,6725.59,0,
126465,PUTNAM COUNTY,165812.06,0,240934.87,0,
243614,PUTNAM COUNTY,209447.1,0,253410.05,0,
514958,PUTNAM COUNTY,706417.75,0,601867.92,0,
619865,VOLUSIA COUNTY,1358270.1,0,1613217.4,0,
663647,VOLUSIA COUNTY,241791.76,0,295657.16,0,
647418,MARION COUNTY,894668.45,0,1131263.53,0,
249458,PUTNAM COUNTY,160128,160128,254196.15,0,
289204,PUTNAM COUNTY,10965.6,0,13609.8,0,
911789,PUTNAM COUNTY,4638.94,0,7777.94,0,
919862,PUTNAM COUNTY,870.82,0,1507.07,0,
180891,PUTNAM COUNTY,5696.94,0,8949,0,
218022,PUTNAM COUNTY,1375.4,0,2089.57,0,
473173,PUTNAM COUNTY,28484.72,0,27643.16,0,
719197,PUTNAM COUNTY,36916.19,0,34929.21,0,
954587,PUTNAM COUNTY,94406.48,0,91830.7,0,
688845,PUTNAM COUNTY,141029.86,0,200555.74,0,
890244,PUTNAM COUNTY,3709.12,0,5447.88,0,
229301,PUTNAM COUNTY,2034.62,0,2368.1,0,
192040,PUTNAM COUNTY,25432.78,0,18942.34,0,
842062,PUTNAM COUNTY,20346.23,0,27296.5,0,
287991,PUTNAM COUNTY,731737.23,0,515186.92,0,
841067,MARION COUNTY,12266.34,0,10710.73,0,
517039,DUVAL COUNTY,0,0,13158.68,0,
195994,DUVAL COUNTY,1461420,1461420,1231231.74,73071,
937306,DUVAL COUNTY,125100000,125100000,160200000,6273765,
661386,DUVAL COUNTY,38250000,38250000,34380000,0,
480066,DUVAL COUNTY,30870000,30870000,48060000,0,
153986,DUVAL COUNTY,6907005,6907005,6773837.94,0,
494849,DUVAL COUNTY,1711989.9,1711989.9,1632765.86,0,
448696,DUVAL COUNTY,888692.4,888692.4,751279.23,0,
441078,DUVAL COUNTY,288000,288000,266572.8,14400,
711393,DUVAL COUNTY,189000,189000,191854.85,9450,
698195,DUVAL COUNTY,154255.5,154255.5,269677.18,0,
235147,DUVAL COUNTY,90000,90000,84341.25,4500,
554632,DUVAL COUNTY,45000,45000,38571.39,2250,
391617,DUVAL COUNTY,4500,4500,5784.48,225,
928816,DUVAL COUNTY,7476309,7476309,6589618.75,0,
827415,DUVAL COUNTY,292653.9,0,424305.72,0,
389677,DUVAL COUNTY,41310000,0,70290000,0,
943230,DUVAL COUNTY,140548.32,0,115927.63,0,
988900,DUVAL COUNTY,132226.38,0,120050.97,0,
469253,DUVAL COUNTY,1998000,1998000,1726272,99900,
320105,DUVAL COUNTY,1432215,1432215,2317266.58,0,
448661,DUVAL COUNTY,99721.8,99721.8,101553.49,0,
517542,DUVAL COUNTY,382500,382500,652422.6,19125,
181664,DUVAL COUNTY,4843790.19,0,6109956.95,0,
850475,DUVAL COUNTY,8417216.25,0,12420000,0,
378986,DUVAL COUNTY,10530000,0,15480000,0,
774316,DUVAL COUNTY,544532.4,544532.4,759696.21,0,
858354,DUVAL COUNTY,1296392.86,0,1570439.94,0,
188826,DUVAL COUNTY,495400.5,495400.5,636807.62,0,
548302,DUVAL COUNTY,65022.3,65022.3,55281.96,0,
480533,DUVAL COUNTY,91026,0,162456.1,0,
311623,DUVAL COUNTY,653883.68,0,884763.47,0,
475334,DUVAL COUNTY,2677568.81,0,2558443.78,0,
172295,DUVAL COUNTY,61050.34,0,74081.11,0,
874415,DUVAL COUNTY,64636.99,0,43888.52,0,
406043,DUVAL COUNTY,1278641.77,0,1312807.08,0,
998442,DUVAL COUNTY,1307961.42,0,1107123.94,0,
550451,DUVAL COUNTY,37063.19,0,47459.26,0,
743660,DUVAL COUNTY,5303.89,0,5572.81,0,
443071,DUVAL COUNTY,352650.19,0,389568.43,0,
909106,DUVAL COUNTY,80805.28,0,89887.79,0,
614721,DUVAL COUNTY,681898.43,0,675754.53,0,
893370,DUVAL COUNTY,577608.08,0,809940.54,0,
338380,DUVAL COUNTY,500593.67,0,619184.31,0,
918251,DUVAL COUNTY,720000,720000,1175040,14400,
933157,DUVAL COUNTY,16643.88,0,25581.64,0,
296240,DUVAL COUNTY,275548.68,0,413977.45,0,
551803,DUVAL COUNTY,155342.88,0,123122.44,0,
342084,DUVAL COUNTY,6139917,6139917,5144636.45,0,
420069,DUVAL COUNTY,462098.7,462098.7,481233.28,0,
392191,DUVAL COUNTY,536652,536652,468070.02,26832.6,
645974,DUVAL COUNTY,698839.2,698839.2,597437.63,0,
119923,DUVAL COUNTY,557172,557172,901174.45,27858.6,
641236,DUVAL COUNTY,1195668,1195668,1420702.28,59783.4,
209859,DUVAL COUNTY,209275.18,0,309070.14,0,
819507,DUVAL COUNTY,9000000,9000000,12330000,450000,
751740,DUVAL COUNTY,6216524.1,6216524.1,9090000,0,
269651,DUVAL COUNTY,3711650.4,3711650.4,4969899.89,0,
870808,DUVAL COUNTY,2546921.7,2546921.7,2807507.45,0,
205168,DUVAL COUNTY,1800000,1800000,2784171.6,90000,
322600,DUVAL COUNTY,600582.6,600582.6,861667.87,0,
835987,DUVAL COUNTY,440025.3,440025.3,635968.57,0,
657011,DUVAL COUNTY,327129.3,327129.3,251250.35,0,
919303,DUVAL COUNTY,297000,297000,249185.08,14850,
335771,DUVAL COUNTY,206262,206262,298918.19,10313.1,
717067,DUVAL COUNTY,135000,135000,172282.95,6750,
763804,DUVAL COUNTY,127901.7,127901.7,151822.52,0,
520008,DUVAL COUNTY,121384.8,121384.8,129340.36,0,
737417,DUVAL COUNTY,90000,90000,151848,4500,
315773,DUVAL COUNTY,45000,45000,50371.2,2250,
352127,DUVAL COUNTY,27000,27000,32304.42,1350,
831475,DUVAL COUNTY,562688.1,0,508895.12,0,
582791,DUVAL COUNTY,17820000,0,27900000,0,
198560,DUVAL COUNTY,57611.17,0,41073.88,0,
794464,DUVAL COUNTY,2492378.88,0,2415663.46,0,
311988,DUVAL COUNTY,15210000,0,17550000,0,
149890,DUVAL COUNTY,25830000,0,29250000,0,
921109,DUVAL COUNTY,161610.55,0,163194.34,0,
664690,DUVAL COUNTY,1720951.2,0,1570168.34,0,
701732,DUVAL COUNTY,59855.76,0,46193.68,0,
988483,DUVAL COUNTY,11160000,11160000,10800000,0,
373814,DUVAL COUNTY,4124121.72,0,5535350.81,0,
447138,DUVAL COUNTY,14940000,0,23310000,0,
650279,DUVAL COUNTY,6368079.6,0,7222675.88,0,
717217,DUVAL COUNTY,13050000,0,20340000,0,
368027,DUVAL COUNTY,5918446.21,0,5846477.9,0,
107044,DUVAL COUNTY,333855,0,474768.52,0,
711874,DUVAL COUNTY,49641,0,81907.64,0,
640202,DUVAL COUNTY,468000,468000,641521.3,0,
867079,DUVAL COUNTY,320040,320040,283248.2,0,
903322,DUVAL COUNTY,292500,292500,393456.96,0,
966737,DUVAL COUNTY,163350,163350,220846.91,0,
902485,DUVAL COUNTY,67140,67140,62598.92,0,
790298,DUVAL COUNTY,8028822.78,0,8785442.98,0,
832369,DUVAL COUNTY,3415694.04,0,3251740.73,0,
461214,DUVAL COUNTY,603802.98,0,522156.74,0,
269939,DUVAL COUNTY,30513.78,0,38477.88,0,
899012,DUVAL COUNTY,131301.72,0,129705.88,0,
489850,DUVAL COUNTY,5477256,0,7779061.88,0,
232388,DUVAL COUNTY,305289,0,443279.63,0,
277897,DUVAL COUNTY,2223369,0,1842443.64,0,
196522,DUVAL COUNTY,178200,0,278312.76,3564,
336199,DUVAL COUNTY,120744,120744,122579.31,0,
390182,DUVAL COUNTY,112860,112860,178005.73,0,
974117,DUVAL COUNTY,214272,214272,350977.54,0,
157336,DUVAL COUNTY,535680,535680,714489.98,0,
219299,DUVAL COUNTY,321408,321408,298668.38,0,
813767,DUVAL COUNTY,428544,428544,519134.77,0,
968239,DUVAL COUNTY,6413085.9,6413085.9,7180398.8,0,
163090,DUVAL COUNTY,849577.5,849577.5,900025.41,0,
668919,DUVAL COUNTY,181503,181503,232245.61,0,
895219,DUVAL COUNTY,46228.5,46228.5,66766.67,0,
849793,DUVAL COUNTY,1336.5,1336.5,1106.09,0,
544987,DUVAL COUNTY,568556.1,0,787180.7,0,
977940,DUVAL COUNTY,90167.4,0,114874.53,0,
573248,DUVAL COUNTY,16290000,16290000,26640000,324972.9,
600006,DUVAL COUNTY,7572640.83,0,9630000,0,
219141,DUVAL COUNTY,50400000,50400000,43470000,0,
826626,DUVAL COUNTY,6480000,6480000,10080000,194400,
158816,DUVAL COUNTY,411751.8,411751.8,308041.82,0,
952386,DUVAL COUNTY,7613.1,7613.1,7858.55,0,
953891,DUVAL COUNTY,82418.4,82418.4,73822,0,
844767,DUVAL COUNTY,1530000,1530000,2512930.14,45900,
955322,DUVAL COUNTY,198378,198378,253783.39,0,
470240,DUVAL COUNTY,3460.5,3460.5,3049.11,0,
128843,DUVAL COUNTY,747911.7,747911.7,999382.05,0,
893423,DUVAL COUNTY,622715.06,0,691497.68,0,
631288,DUVAL COUNTY,231631.82,0,318988.28,0,
793626,DUVAL COUNTY,74719.94,0,102926.72,0,
170184,DUVAL COUNTY,336149.95,0,490797.41,0,
194738,DUVAL COUNTY,1247633.46,0,1150926.9,0,
402620,DUVAL COUNTY,1925360.28,0,1723293.72,0,
596649,DUVAL COUNTY,889516.45,0,1202256.2,0,
839614,DUVAL COUNTY,839457.08,0,933781.84,0,
612511,DUVAL COUNTY,3487346.22,0,4668349.96,0,
446962,DUVAL COUNTY,811793.75,0,1192859.47,0,
123257,DUVAL COUNTY,1346754.6,1346754.6,1593011.37,0,
460660,DUVAL COUNTY,145898.42,0,124157.51,0,
206230,DUVAL COUNTY,569003.82,0,500581.11,0,
191487,DUVAL COUNTY,728324.89,0,636832.72,0,
204720,DUVAL COUNTY,2273208.7,0,1878125.03,0,
386611,DUVAL COUNTY,17730000,0,22230000,0,
290187,DUVAL COUNTY,500593.67,0,440009.82,0,
532080,DUVAL COUNTY,168339.59,0,150328.93,0,
668577,DUVAL COUNTY,322037.1,322037.1,280046.68,0,
301370,DUVAL COUNTY,13050000,13050000,20520000,0,
959582,DUVAL COUNTY,1853658,1853658,2774080.76,92682.9,
828514,DUVAL COUNTY,489654,489654,406984.74,24482.7,
512049,DUVAL COUNTY,429142.5,429142.5,694850.37,0,
251589,DUVAL COUNTY,227244.6,227244.6,242675.42,0,
504179,DUVAL COUNTY,112823.1,112823.1,128672.49,0,
483095,DUVAL COUNTY,77714.1,77714.1,62532.65,0,
333922,DUVAL COUNTY,26956.8,26956.8,37311.99,0,
217658,DUVAL COUNTY,8278.2,8278.2,12651.03,0,
902338,DUVAL COUNTY,6850.16,0,10036.36,0,
500130,DUVAL COUNTY,3059237.04,0,4485086.24,0,
216096,DUVAL COUNTY,1739081.67,0,1879053.4,0,
254779,DUVAL COUNTY,726021.27,0,827141.52,0,
211880,DUVAL COUNTY,681898.43,0,772628.43,0,
874717,DUVAL COUNTY,1299778.64,0,1669165.33,0,
839201,DUVAL COUNTY,558354.48,0,558298.65,0,
966438,DUVAL COUNTY,697943.1,0,807447.58,0,
882327,DUVAL COUNTY,60007.06,0,91868.17,0,
429510,DUVAL COUNTY,5101394.2,0,5809773.79,0,
198696,DUVAL COUNTY,1787816.73,0,2585955.33,0,
538419,DUVAL COUNTY,407019.17,0,399644.79,0,
642764,DUVAL COUNTY,7481.97,0,9337.5,0,
786753,DUVAL COUNTY,3541013.56,0,5317044.32,0,
890223,DUVAL COUNTY,1425905.53,0,2184512.94,0,
968169,DUVAL COUNTY,504224.92,0,591198.68,0,
486786,DUVAL COUNTY,216370.44,0,286232.13,0,
193636,DUVAL COUNTY,14490000,14490000,17190000,0,
912021,DUVAL COUNTY,1431666.9,1431666.9,1774511.04,0,
449935,DUVAL COUNTY,786348,786348,736906.37,39317.4,
719335,DUVAL COUNTY,486405,486405,373675.78,0,
229169,DUVAL COUNTY,188603.1,188603.1,179533.55,0,
881092,DUVAL COUNTY,1350000,1350000,1251510.75,67500,
207361,DUVAL COUNTY,57092.4,57092.4,96925.54,0,
666849,DUVAL COUNTY,53936.1,53936.1,54765.31,0,
339792,DUVAL COUNTY,33868.8,33868.8,46889.59,0,
243688,DUVAL COUNTY,2566.8,2566.8,4499.75,0,
761534,DUVAL COUNTY,409232.7,0,514241.81,0,
301577,DUVAL COUNTY,359388,359388,607998.24,0,
730249,DUVAL COUNTY,1270210.55,0,1206217.34,0,
745150,DUVAL COUNTY,303019.79,0,383895.77,0,
824071,DUVAL COUNTY,40369.38,0,63034.13,0,
672037,DUVAL COUNTY,438982.14,0,423134.89,0,
174113,DUVAL COUNTY,517280.13,0,493808.03,0,
384205,DUVAL COUNTY,600712.41,0,851660.02,0,
455063,DUVAL COUNTY,257180.25,0,272736.57,0,
568452,DUVAL COUNTY,2806623.29,0,2408082.78,0,
534443,DUVAL COUNTY,7893627.99,0,8615105.59,0,
259340,DUVAL COUNTY,2244970.09,0,2840684.12,0,
176541,DUVAL COUNTY,336149.95,0,396265.32,0,
967630,DUVAL COUNTY,3306656.64,0,2666487.92,0,
315682,DUVAL COUNTY,78560.69,0,115853.76,0,
538895,DUVAL COUNTY,74719.94,0,60445.59,0,
429358,DUVAL COUNTY,2499759.43,0,2811629.42,0,
916148,DUVAL COUNTY,67387.61,0,100070.6,0,
876989,DUVAL COUNTY,46208.65,0,51107.41,0,
412724,DUVAL COUNTY,67387.61,0,64197.48,0,
207362,DUVAL COUNTY,4001357.56,0,5897720.94,0,
512085,DUVAL COUNTY,40203.12,0,62983.41,0,
377010,DUVAL COUNTY,286185.35,0,343760.12,0,
861370,DUVAL COUNTY,453407.38,0,448647.51,0,
628778,DUVAL COUNTY,74719.94,0,89161.81,0,
687502,DUVAL COUNTY,3047032.28,0,2625725.22,0,
853505,DUVAL COUNTY,78560.69,0,83110.92,0,
856135,DUVAL COUNTY,3047032.28,0,2317207.11,0,
936547,DUVAL COUNTY,436950,436950,798307.65,8739,
436225,DUVAL COUNTY,846450,846450,891352.48,0,
242434,DUVAL COUNTY,238770,238770,268583.78,0,
321400,DUVAL COUNTY,108000,108000,112116.31,0,
585185,DUVAL COUNTY,59040,59040,50079.62,0,
708815,DUVAL COUNTY,8370,8370,7207.57,0,
419414,DUVAL COUNTY,1029146.58,0,1771109.81,0,
166342,DUVAL COUNTY,46233,46233,70483.87,0,
484522,DUVAL COUNTY,2773.98,0,2150.33,0,
154445,DUVAL COUNTY,1382366.7,1382366.7,1488974.82,0,
773384,DUVAL COUNTY,4584464.28,0,5931453.24,0,
526088,DUVAL COUNTY,36061.74,0,35948.87,0,
171647,DUVAL COUNTY,1612607.04,0,2711889.01,0,
684944,DUVAL COUNTY,9360000,9360000,14220000,0,
312635,DUVAL COUNTY,746406.11,0,796660.14,0,
399238,DUVAL COUNTY,853568.1,853568.1,832399.61,0,
318597,DUVAL COUNTY,144121.5,144121.5,190586.27,0,
506822,DUVAL COUNTY,59364,59364,59905.4,2968.2,
926726,DUVAL COUNTY,881836.2,0,1236510.72,0,
340126,DUVAL COUNTY,465335.1,0,715759.84,0,
644559,DUVAL COUNTY,857736.61,0,805949.91,0,
553602,DUVAL COUNTY,259308,259308,307124.4,0,
827672,DUVAL COUNTY,1212527.82,0,1129105.91,0,
230656,DUVAL COUNTY,615141.68,0,558917.73,0,
524196,DUVAL COUNTY,869225.4,869225.4,1197431.87,0,
991142,DUVAL COUNTY,161211.51,0,290064.65,0,
800649,DUVAL COUNTY,140361.76,0,194998.27,0,
384396,DUVAL COUNTY,978724.81,0,1428566.31,0,
770816,DUVAL COUNTY,65462.25,0,96715.76,0,
450936,DUVAL COUNTY,876841.16,0,1286483.81,0,
743033,DUVAL COUNTY,8298538.9,0,8395100.7,0,
161907,DUVAL COUNTY,112049.98,0,132265.59,0,
931851,DUVAL COUNTY,730995.12,0,1084024.83,0,
770002,DUVAL COUNTY,581619.25,0,584440.1,0,
537904,DUVAL COUNTY,1172035.64,0,1690028.51,0,
841337,DUVAL COUNTY,1378760.81,0,1519215.17,0,
504717,DUVAL COUNTY,1432132.19,0,1297941.4,0,
333777,DUVAL COUNTY,32089.34,0,35715.43,0,
838765,DUVAL COUNTY,672299.9,0,698456.4,0,
867861,DUVAL COUNTY,72585.08,0,76961.24,0,
552958,DUVAL COUNTY,2263902.8,0,2396698.81,0,
106639,DUVAL COUNTY,728324.89,0,579018.29,0,
411523,DUVAL COUNTY,148143.01,0,166532,0,
237155,DUVAL COUNTY,1008195.46,0,1520278.09,0,
734155,DUVAL COUNTY,3281051.71,0,3202398.34,0,
108291,DUVAL COUNTY,9720000,0,7408854.11,0,
255713,DUVAL COUNTY,9810000,0,7512301.89,0,
751459,DUVAL COUNTY,1125000,0,1504928.25,56250,
556581,DUVAL COUNTY,925165.49,0,899122.08,0,
295440,DUVAL COUNTY,420427.36,0,567066.12,0,
517676,DUVAL COUNTY,532573.27,0,756286,0,
415232,DUVAL COUNTY,202696.2,0,337362.89,0,
270169,DUVAL COUNTY,59039.83,0,48588.01,0,
187543,DUVAL COUNTY,52200,0,64357.9,2610,
712934,DUVAL COUNTY,10350,0,13672.09,517.5,
726547,DUVAL COUNTY,706396.5,706396.5,702655.42,0,
713563,DUVAL COUNTY,88145.1,88145.1,70892.46,0,
411177,DUVAL COUNTY,4590,4590,6079.32,0,
450928,DUVAL COUNTY,15719.22,0,16907.44,0,
474243,DUVAL COUNTY,218219.76,0,171573.1,0,
176651,DUVAL COUNTY,4623.3,4623.3,5952.96,0,
617622,DUVAL COUNTY,5547.96,0,5816.04,0,
418427,DUVAL COUNTY,547398.72,0,456941.08,0,
571392,DUVAL COUNTY,1731888.18,0,2785551.63,0,
370192,DUVAL COUNTY,417366,417366,523650.76,20868.3,
982085,DUVAL COUNTY,652059,0,865825.46,0,
483567,DUVAL COUNTY,90000,90000,71974.62,4500,
235441,DUVAL COUNTY,315414,315414,358751.88,15770.7,
920996,DUVAL COUNTY,357947.1,357947.1,384686.46,0,
969495,DUVAL COUNTY,357947.1,357947.1,608309.62,0,
928384,DUVAL COUNTY,357947.1,357947.1,440704.47,0,
324352,DUVAL COUNTY,357947.1,357947.1,542723.69,0,
353552,DUVAL COUNTY,357947.1,357947.1,506426.42,0,
933585,DUVAL COUNTY,334530,334530,359897.41,16726.5,
401013,DUVAL COUNTY,334530,334530,475733.77,16726.5,
545038,DUVAL COUNTY,334530,334530,295648.58,16726.5,
510173,DUVAL COUNTY,315414,315414,359982,15770.7,
495035,DUVAL COUNTY,315414,315414,363167.68,15770.7,
672610,DUVAL COUNTY,315414,315414,547812.61,15770.7,
364437,DUVAL COUNTY,315414,315414,260670.75,15770.7,
815634,DUVAL COUNTY,66846.48,0,61713.34,0,
422556,DUVAL COUNTY,173056.03,0,154540.77,0,
718518,DUVAL COUNTY,2073.13,0,1622.21,0,
340355,DUVAL COUNTY,3271.7,0,3712.23,0,
230754,DUVAL COUNTY,2224.15,0,1757.97,0,
957652,DUVAL COUNTY,6034.91,0,6899.71,0,
478749,DUVAL COUNTY,6919.98,0,8142.05,0,
782326,DUVAL COUNTY,15331.01,0,24941.79,0,
868013,DUVAL COUNTY,16479.11,0,20550.85,0,
137828,DUVAL COUNTY,14038.74,0,17623.96,0,
667856,DUVAL COUNTY,14220.01,0,16210.81,0,
243790,DUVAL COUNTY,13931.25,0,24123.36,0,
814817,DUVAL COUNTY,11815.02,0,11570.4,0,
214492,DUVAL COUNTY,17063.87,0,14254.81,0,
908821,DUVAL COUNTY,52151.27,0,64263.14,0,
156178,DUVAL COUNTY,52327.97,0,73599.28,0,
781421,DUVAL COUNTY,56043.96,0,97165.44,0,
248051,DUVAL COUNTY,7748.44,0,9757.46,0,
762222,DUVAL COUNTY,52560.76,0,77805.17,0,
164535,DUVAL COUNTY,4751.28,0,5226.6,0,
480654,DUVAL COUNTY,3385.44,0,5682.86,0,
990168,DUVAL COUNTY,4643.28,0,7822.45,0,
493218,DUVAL COUNTY,2883.65,0,4235.04,0,
384210,DUVAL COUNTY,2883.65,0,3174.61,0,
639710,DUVAL COUNTY,41290.56,0,59635.96,0,
246939,DUVAL COUNTY,592596,592596,530170.75,29629.8,
100958,DUVAL COUNTY,201339.27,0,187409.81,0,
346628,DUVAL COUNTY,214644.01,0,250241.21,0,
289968,DUVAL COUNTY,688.18,0,746.37,0,
621457,DUVAL COUNTY,688.18,0,541.32,0,
911398,DUVAL COUNTY,688.18,0,670,0,
480618,DUVAL COUNTY,688.18,0,1008.63,0,
337519,DUVAL COUNTY,688.18,0,618.03,0,
645592,DUVAL COUNTY,3769770.78,0,3042928.82,0,
139324,DUVAL COUNTY,348293.52,0,542267.93,0,
318078,DUVAL COUNTY,345521.7,345521.7,376671.17,0,
192618,DUVAL COUNTY,338162.04,0,496554.43,0,
405806,DUVAL COUNTY,559238.58,0,515137.03,0,
782849,DUVAL COUNTY,877137.66,0,1154927.16,0,
623931,DUVAL COUNTY,1911.6,1911.6,2803.63,0,
208365,DUVAL COUNTY,1433.7,1433.7,1489.43,0,
397663,DUVAL COUNTY,1911.6,1911.6,1766.89,0,
324149,DUVAL COUNTY,1911.6,1911.6,2883.11,0,
963719,DUVAL COUNTY,222126.96,0,267298.7,0,
729670,DUVAL COUNTY,2102.76,0,3525.99,0,
174733,DUVAL COUNTY,3154.14,0,3775.2,0,
483716,DUVAL COUNTY,21500.72,0,28939.67,0,
946869,DUVAL COUNTY,2270.03,0,3505.83,0,
667670,DUVAL COUNTY,2289.14,0,2518.62,0,
853616,DUVAL COUNTY,265500,265500,434190.2,13275,
723876,DUVAL COUNTY,390824.86,0,674501.18,0,
856749,DUVAL COUNTY,2900073.92,0,3445566.23,0,
114994,DUVAL COUNTY,280124.96,0,408220.5,0,
797429,DUVAL COUNTY,325839.79,0,526057.92,0,
431116,DUVAL COUNTY,3675704.81,0,4451072.69,0,
459768,DUVAL COUNTY,20201.32,0,14341.5,0,
928718,DUVAL COUNTY,41150.84,0,62220.06,0,
383345,DUVAL COUNTY,151509.89,0,110602.22,0,
107311,DUVAL COUNTY,1014504.42,0,1219155.33,0,
308802,DUVAL COUNTY,67387.61,0,69131.6,0,
729918,DUVAL COUNTY,246240,246240,222801.89,0,
941750,DUVAL COUNTY,214245,214245,273376.62,0,
